,attendance,away_team,away_team_errors,away_team_hits,away_team_runs,date,field_type,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,day_of_week,temperature,wind_speed,wind_direction,sky,total_runs,game_hours_dec,season,home_team_win,home_team_loss,home_team_outcome
142,31625,Chicago Cubs,4,16,13,6/12/2016,on grass,Day Game,Atlanta Braves,1,7,2,1:36 p.m. Local,Turner Field,Sunday,90,12, from Left to Right,Cloudy,15,3.7,regular season,0,1,Loss
143,33568,Detroit Tigers,0,13,10,6/16/2016,on grass,Night Game,Kansas City Royals,0,10,4,7:14 p.m. Local,Kauffman Stadium,Thursday,93,5, from Right to Left,Sunny,14,3.25,regular season,0,1,Loss
144,36757,Baltimore Orioles,0,11,5,6/16/2016,on grass,Night Game,Boston Red Sox,0,4,1,7:11 p.m. Local,Fenway Park,Thursday,71,9, out to Leftfield,Sunny,6,2.883333333,regular season,0,1,Loss
145,21885,Cincinnati Reds,1,8,2,6/16/2016,on grass,Day Game,Atlanta Braves,0,9,7,12:10 p.m. Local,Turner Field,Thursday,84,12, from Left to Right,Sunny,9,2.933333333,regular season,1,0,Win
146,42000,Chicago Cubs,0,11,4,6/15/2016,on grass,Day Game,Washington Nationals,0,9,5,4:06 p.m. Local,Nationals Park,Wednesday,80,8, out to Rightfield,Cloudy,9,4.283333333,regular season,1,0,Win
148,42008,Houston Astros,0,9,4,6/15/2016,on grass,Night Game,St. Louis Cardinals,0,8,1,6:17 p.m. Local,Busch Stadium III,Wednesday,95,10, out to Rightfield,Cloudy,5,2.933333333,regular season,0,1,Loss
149,41811,Milwaukee Brewers,4,8,1,6/15/2016,on grass,Day Game,San Francisco Giants,0,16,10,12:46 p.m. Local,AT&T Park,Wednesday,61,20, from Right to Left,Unknown,11,2.933333333,regular season,1,0,Win
150,20037,Miami Marlins,0,9,3,6/15/2016,on grass,Day Game,San Diego Padres,0,13,6,12:40 p.m. Local,Petco Park,Wednesday,70,11, from Left to Right,Sunny,9,2.966666667,regular season,1,0,Win
151,24753,Toronto Blue Jays,0,9,7,6/15/2016,on grass,Night Game,Philadelphia Phillies,0,6,2,7:08 p.m. Local,Citizens Bank Park,Wednesday,75,7, out to Centerfield,Unknown,9,2.85,regular season,0,1,Loss
152,10115,Texas Rangers,2,10,7,6/15/2016,on grass,Night Game,Oakland Athletics,0,7,5,7:07 p.m. Local,Oakland-Alameda County Coliseum,Wednesday,63,20, out to Rightfield,Cloudy,12,3.133333333,regular season,0,1,Loss
153,32117,Pittsburgh Pirates,0,5,2,6/15/2016,on grass,Night Game,New York Mets,1,19,11,7:11 p.m. Local,Citi Field,Wednesday,78,13, out to Leftfield,Cloudy,13,3.1,regular season,1,0,Win
154,33546,Cleveland Indians,3,5,4,6/15/2016,on grass,Night Game,Kansas City Royals,2,10,9,7:15 p.m. Local,Kauffman Stadium,Wednesday,97,4, from Right to Left,Sunny,13,2.783333333,regular season,1,0,Win
155,25078,Los Angeles Angels of Anaheim,0,13,7,6/18/2016,on grass,Day Game,Oakland Athletics,2,5,1,1:08 p.m. Local,Oakland-Alameda County Coliseum,Saturday,71,9, out to Leftfield,Sunny,8,3.083333333,regular season,0,1,Loss
156,40104,Colorado Rockies,1,9,8,6/22/2016,on grass,Day Game,New York Yankees,1,10,9,1:09 p.m. Local,Yankee Stadium III,Wednesday,85,15, out to Rightfield,Sunny,17,3.416666667,regular season,1,0,Win
157,25032,Philadelphia Phillies,1,9,5,6/22/2016,on grass,Night Game,Minnesota Twins,1,13,6,8:20 p.m. Local,Target Field,Wednesday,77,11, out to Leftfield,Cloudy,11,2.8,regular season,1,0,Win
159,43776,Washington Nationals,1,11,3,6/22/2016,on grass,Night Game,Los Angeles Dodgers,0,9,4,7:10 p.m. Local,Dodger Stadium,Wednesday,75,6, out to Rightfield,Sunny,7,3.583333333,regular season,1,0,Win
161,31497,Seattle Mariners,0,3,1,6/22/2016,on grass,Night Game,Detroit Tigers,0,12,5,7:10 p.m. Local,Comerica Park,Wednesday,81,9, from Left to Right,Unknown,6,2.65,regular season,1,0,Win
162,21216,Tampa Bay Rays,0,3,1,6/22/2016,on grass,Night Game,Cleveland Indians,1,9,6,7:10 p.m. Local,Progressive Field,Wednesday,75,10, in from Leftfield,Sunny,7,2.5,regular season,1,0,Win
163,41058,St. Louis Cardinals,0,9,7,6/22/2016,on grass,Day Game,Chicago Cubs,1,3,2,1:22 p.m. Local,Wrigley Field,Wednesday,73,7, out to Rightfield,Cloudy,9,3.033333333,regular season,0,1,Loss
164,37413,Chicago White Sox,0,10,8,6/22/2016,on grass,Night Game,Boston Red Sox,1,13,6,7:12 p.m. Local,Fenway Park,Wednesday,75,10, from Left to Right,Cloudy,14,3.633333333,regular season,0,1,Loss
165,23785,San Diego Padres,1,5,2,6/22/2016,on grass,Night Game,Baltimore Orioles,0,11,7,7:08 p.m. Local,Oriole Park at Camden Yards,Wednesday,83,9, out to Centerfield,Cloudy,9,2.716666667,regular season,1,0,Win
166,41838,Arizona Diamondbacks,0,3,4,6/21/2016,on turf,Night Game,Toronto Blue Jays,0,9,2,7:07 p.m. Local,Rogers Centre,Tuesday,77,17, from Left to Right,Sunny,6,2.7,regular season,0,1,Loss
167,32291,Cincinnati Reds,0,11,8,6/21/2016,on grass,Night Game,Texas Rangers,0,6,2,7:10 p.m. Local,Globe Life Park in Arlington,Tuesday,93,7, from Right to Left,Cloudy,10,2.483333333,regular season,0,1,Loss
168,33040,Tampa Bay Rays,1,14,6,6/25/2016,on grass,Night Game,Baltimore Orioles,0,14,8,7:07 p.m. Local,Oriole Park at Camden Yards,Saturday,83,6, in from Rightfield,Sunny,14,3.25,regular season,1,0,Win
169,44840,Kansas City Royals,0,14,3,6/29/2016,on grass,Night Game,St. Louis Cardinals,3,10,2,7:15 p.m. Local,Busch Stadium III,Wednesday,78,9, in from Rightfield,Cloudy,5,4.466666667,regular season,0,1,Loss
170,25477,Pittsburgh Pirates,0,11,8,6/29/2016,on grass,Night Game,Seattle Mariners,3,6,1,7:10 p.m. Local,Safeco Field,Wednesday,73,4, from Left to Right,Sunny,9,2.783333333,regular season,0,1,Loss
171,25221,Baltimore Orioles,0,12,12,6/29/2016,on grass,Day Game,San Diego Padres,1,8,6,12:41 p.m. Local,Petco Park,Wednesday,75,9, from Left to Right,Sunny,18,3.116666667,regular season,0,1,Loss
172,32810,San Francisco Giants,2,8,1,6/29/2016,on grass,Night Game,Oakland Athletics,0,7,7,7:07 p.m. Local,Oakland-Alameda County Coliseum,Wednesday,59,18, out to Rightfield,Overcast,8,2.733333333,regular season,1,0,Win
173,39875,Texas Rangers,1,9,7,6/29/2016,on grass,Night Game,New York Yankees,2,10,9,7:09 p.m. Local,Yankee Stadium III,Wednesday,81,7, from Left to Right,Cloudy,16,3.316666667,regular season,1,0,Win
174,26566,Los Angeles Dodgers,1,2,0,6/29/2016,on grass,Night Game,Milwaukee Brewers,0,12,7,7:10 p.m. Local,Miller Park,Wednesday,77,12, in from Centerfield,Sunny,7,2.5,regular season,1,0,Win
175,31760,Miami Marlins,0,14,3,6/29/2016,on grass,Day Game,Detroit Tigers,0,15,10,1:10 p.m. Local,Comerica Park,Wednesday,73,9, in from Leftfield,Sunny,13,3.216666667,regular season,1,0,Win
176,38412,Toronto Blue Jays,0,11,5,6/29/2016,on grass,Day Game,Colorado Rockies,1,9,3,1:11 p.m. Local,Coors Field,Wednesday,87,2, out to Centerfield,Cloudy,8,3.283333333,regular season,0,1,Loss
177,37188,Chicago Cubs,0,12,9,6/29/2016,on grass,Day Game,Cincinnati Reds,0,9,2,12:37 p.m. Local,Great American Ball Park,Wednesday,71,3, in from Leftfield,Unknown,11,3.233333333,regular season,0,1,Loss
178,18571,Minnesota Twins,1,11,6,6/29/2016,on grass,Night Game,Chicago White Sox,1,13,9,7:10 p.m. Local,U.S. Cellular Field,Wednesday,76,7, from Left to Right,Cloudy,15,3.05,regular season,1,0,Win
179,16600,Cleveland Indians,0,8,3,6/29/2016,on grass,Night Game,Atlanta Braves,1,7,0,7:11 p.m. Local,Turner Field,Wednesday,88,9, from Left to Right,Cloudy,3,2.85,regular season,0,1,Loss
181,46608,Colorado Rockies,1,5,1,7/2/2016,on grass,Night Game,Los Angeles Dodgers,0,10,6,7:11 p.m. Local,Dodger Stadium,Saturday,72,8, out to Rightfield,Sunny,7,3.183333333,regular season,1,0,Win
182,27657,Oakland Athletics,0,2,0,7/6/2016,on grass,Day Game,Minnesota Twins,1,10,4,12:10 p.m. Local,Target Field,Wednesday,80,9, from Left to Right,Cloudy,4,2.733333333,regular season,1,0,Win
183,40899,Baltimore Orioles,0,13,6,7/6/2016,on grass,Day Game,Los Angeles Dodgers,0,16,4,12:10 p.m. Local,Dodger Stadium,Wednesday,77,4, from Left to Right,Sunny,10,5.433333333,regular season,0,1,Loss
185,24098,Detroit Tigers,1,12,12,7/6/2016,on grass,Day Game,Cleveland Indians,1,7,2,12:11 p.m. Local,Progressive Field,Wednesday,84,14, out to Rightfield,Unknown,14,3.216666667,regular season,0,1,Loss
186,41262,Cincinnati Reds,0,8,5,7/6/2016,on grass,Day Game,Chicago Cubs,0,8,3,1:21 p.m. Local,Wrigley Field,Wednesday,85,7, out to Rightfield,Sunny,8,2.933333333,regular season,0,1,Loss
187,21144,New York Yankees,0,8,0,7/6/2016,on grass,Night Game,Chicago White Sox,0,5,5,7:10 p.m. Local,U.S. Cellular Field,Wednesday,88,10, from Left to Right,Unknown,5,2.9,regular season,1,0,Win
188,37175,Texas Rangers,3,10,6,7/6/2016,on grass,Night Game,Boston Red Sox,1,10,11,7:09 p.m. Local,Fenway Park,Wednesday,82,7, out to Centerfield,Cloudy,17,3.316666667,regular season,1,0,Win
190,25138,Milwaukee Brewers,0,10,5,7/5/2016,on grass,Night Game,Washington Nationals,1,12,2,7:07 p.m. Local,Nationals Park,Tuesday,89,7, out to Rightfield,Cloudy,7,2.866666667,regular season,0,1,Loss
191,35917,Kansas City Royals,1,7,3,7/5/2016,on turf,Night Game,Toronto Blue Jays,0,13,8,7:08 p.m. Local,Rogers Centre,Tuesday,86,15, from Left to Right,Unknown,11,2.533333333,regular season,1,0,Win
193,41444,Pittsburgh Pirates,1,11,5,7/5/2016,on grass,Night Game,St. Louis Cardinals,1,6,2,7:09 p.m. Local,Busch Stadium III,Tuesday,90,6, from Right to Left,Sunny,7,3.116666667,regular season,0,1,Loss
194,43288,Los Angeles Angels of Anaheim,0,8,2,7/9/2016,on grass,Day Game,Baltimore Orioles,0,10,3,4:08 p.m. Local,Oriole Park at Camden Yards,Saturday,91,7, from Left to Right,Unknown,5,3.233333333,regular season,1,0,Win
195,38861,Pittsburgh Pirates,1,6,0,7/16/2016,on grass,Night Game,Washington Nationals,0,10,6,8:16 p.m. Local,Nationals Park,Saturday,76,9, out to Leftfield,Unknown,6,2.6,regular season,1,0,Win
197,44840,Miami Marlins,0,3,0,7/16/2016,on grass,Night Game,St. Louis Cardinals,0,8,5,6:16 p.m. Local,Busch Stadium III,Saturday,86,8, from Right to Left,Sunny,5,2.65,regular season,1,0,Win
198,41386,Houston Astros,0,4,0,7/16/2016,on grass,Day Game,Seattle Mariners,0,5,1,1:10 p.m. Local,Safeco Field,Saturday,68,1, in unknown direction,Unknown,1,2.766666667,regular season,1,0,Win
199,40550,San Francisco Giants,2,14,6,7/16/2016,on grass,Night Game,San Diego Padres,0,10,7,5:40 p.m. Local,Petco Park,Saturday,74,9, from Left to Right,Sunny,13,4.083333333,regular season,1,0,Win
200,37324,New York Mets,1,6,2,7/16/2016,on grass,Night Game,Philadelphia Phillies,0,10,4,7:07 p.m. Local,Citizens Bank Park,Saturday,81,7, from Right to Left,Unknown,6,3.183333333,regular season,1,0,Win
201,27510,Toronto Blue Jays,0,7,4,7/16/2016,on grass,Day Game,Oakland Athletics,1,6,5,1:07 p.m. Local,Oakland-Alameda County Coliseum,Saturday,69,7, out to Rightfield,Sunny,9,2.683333333,regular season,1,0,Win
202,48329,Boston Red Sox,0,10,5,7/16/2016,on grass,Day Game,New York Yankees,2,5,2,4:08 p.m. Local,Yankee Stadium III,Saturday,88,5, from Right to Left,Cloudy,7,2.933333333,regular season,0,1,Loss
203,29447,Cleveland Indians,3,9,4,7/16/2016,on grass,Night Game,Minnesota Twins,2,10,5,6:39 p.m. Local,Target Field,Saturday,78,13, from Right to Left,Cloudy,9,3.833333333,regular season,1,0,Win
204,39594,Kansas City Royals,0,11,8,7/16/2016,on grass,Night Game,Detroit Tigers,0,7,4,7:10 p.m. Local,Comerica Park,Saturday,72,6, from Left to Right,Unknown,12,3.266666667,regular season,0,1,Loss
205,31328,Milwaukee Brewers,0,12,9,7/16/2016,on grass,Night Game,Cincinnati Reds,0,9,1,7:11 p.m. Local,Great American Ball Park,Saturday,81,8, in unknown direction,Sunny,10,3.05,regular season,0,1,Loss
206,41346,Texas Rangers,1,3,1,7/16/2016,on grass,Day Game,Chicago Cubs,0,4,3,1:20 p.m. Local,Wrigley Field,Saturday,70,10, in from Centerfield,Sunny,4,2.783333333,regular season,1,0,Win
207,31144,Cleveland Indians,0,12,7,7/19/2016,on grass,Night Game,Kansas City Royals,0,8,3,7:15 p.m. Local,Kauffman Stadium,Tuesday,91,6, from Right to Left,Cloudy,10,2.766666667,regular season,0,1,Loss
208,34695,Atlanta Braves,1,5,2,7/24/2016,on grass,Day Game,Colorado Rockies,1,11,7,2:12 p.m. Local,Coors Field,Sunday,91,5, out to Leftfield,Cloudy,9,2.933333333,regular season,1,0,Win
209,25304,Arizona Diamondbacks,0,13,9,7/24/2016,on grass,Day Game,Cincinnati Reds,1,11,8,1:11 p.m. Local,Great American Ball Park,Sunday,91,6, out to Centerfield,Cloudy,17,3.533333333,regular season,0,1,Loss
210,30281,Detroit Tigers,0,8,4,7/24/2016,on grass,Day Game,Chicago White Sox,0,12,5,2:01 p.m. Local,U.S. Cellular Field,Sunday,91,16, from Right to Left,Sunny,9,3,regular season,1,0,Win
211,36806,Minnesota Twins,1,9,7,7/24/2016,on grass,Day Game,Boston Red Sox,1,10,8,1:35 p.m. Local,Fenway Park,Sunday,88,9, out to Rightfield,Cloudy,15,3.25,regular season,1,0,Win
212,37821,Cleveland Indians,1,7,3,7/24/2016,on grass,Day Game,Baltimore Orioles,1,7,5,1:37 p.m. Local,Oriole Park at Camden Yards,Sunday,90,3, out to Leftfield,Cloudy,8,2.766666667,regular season,1,0,Win
213,30747,San Diego Padres,1,6,2,7/23/2016,on grass,Night Game,Washington Nationals,0,8,3,7:05 p.m. Local,Nationals Park,Saturday,94,10, out to Rightfield,Cloudy,5,3.016666667,regular season,1,0,Win
214,47517,Seattle Mariners,0,19,14,7/23/2016,on turf,Day Game,Toronto Blue Jays,0,8,5,1:08 p.m. Local,Rogers Centre,Saturday,89,13, in from Centerfield,Sunny,19,3.3,regular season,0,1,Loss
215,45477,Los Angeles Dodgers,1,13,7,7/23/2016,on grass,Night Game,St. Louis Cardinals,1,6,2,6:15 p.m. Local,Busch Stadium III,Saturday,94,6, from Right to Left,Sunny,9,2.933333333,regular season,0,1,Loss
216,35802,Philadelphia Phillies,0,12,4,7/23/2016,on grass,Day Game,Pittsburgh Pirates,2,8,7,4:06 p.m. Local,PNC Park,Saturday,85,7, out to Leftfield,Cloudy,11,3.583333333,regular season,1,0,Win
217,30436,Tampa Bay Rays,1,9,3,7/23/2016,on grass,Night Game,Oakland Athletics,0,8,4,6:07 p.m. Local,Oakland-Alameda County Coliseum,Saturday,72,13, out to Rightfield,Sunny,7,2.366666667,regular season,1,0,Win
218,46727,San Francisco Giants,2,9,2,7/23/2016,on grass,Day Game,New York Yankees,0,9,1,4:09 p.m. Local,Yankee Stadium III,Saturday,93,8, out to Centerfield,Sunny,3,4.416666667,regular season,0,1,Loss
,,,,,,,,,,,,,,,,,,,,,,,,,
221,41743,Washington Nationals,0,8,3,7/30/2016,on grass,Day Game,San Francisco Giants,0,8,5,1:06 p.m. Local,AT&T Park,Saturday,63,12, out to Centerfield,Cloudy,8,3.483333333,regular season,1,0,Win
222,31620,Cincinnati Reds,1,5,1,7/30/2016,on grass,Night Game,San Diego Padres,0,6,2,5:41 p.m. Local,Petco Park,Saturday,73,7, in unknown direction,Cloudy,3,2.733333333,regular season,1,0,Win
223,42207,Colorado Rockies,0,9,7,7/30/2016,on grass,Night Game,New York Mets,3,6,2,7:48 p.m. Local,Citi Field,Saturday,76,7, out to Leftfield,Unknown,9,3.15,regular season,0,1,Loss
224,27914,Chicago White Sox,3,15,6,7/30/2016,on grass,Night Game,Minnesota Twins,1,8,5,6:10 p.m. Local,Target Field,Saturday,80,7, from Right to Left,Cloudy,11,3.383333333,regular season,0,1,Loss
225,36663,Pittsburgh Pirates,0,8,3,7/30/2016,on grass,Night Game,Milwaukee Brewers,1,12,5,6:10 p.m. Local,Miller Park,Saturday,73,10, in from Leftfield,Cloudy,8,3.316666667,regular season,1,0,Win
227,49540,Arizona Diamondbacks,0,10,4,7/30/2016,on grass,Night Game,Los Angeles Dodgers,0,8,2,6:10 p.m. Local,Dodger Stadium,Saturday,82,6, out to Rightfield,Sunny,6,3.4,regular season,0,1,Loss
228,34673,Houston Astros,2,5,2,7/30/2016,on grass,Night Game,Detroit Tigers,0,7,3,7:10 p.m. Local,Comerica Park,Saturday,76,6, from Left to Right,Cloudy,5,2.816666667,regular season,1,0,Win
229,32850,Oakland Athletics,0,8,3,7/30/2016,on grass,Night Game,Cleveland Indians,0,12,6,7:37 p.m. Local,Progressive Field,Saturday,76,1, from Right to Left,Cloudy,9,2.65,regular season,1,0,Win
230,41401,Seattle Mariners,1,5,4,7/30/2016,on grass,Day Game,Chicago Cubs,1,3,1,1:20 p.m. Local,Wrigley Field,Saturday,75,12, in from Rightfield,Unknown,5,2.616666667,regular season,0,1,Loss
231,38236,Philadelphia Phillies,0,9,9,7/30/2016,on grass,Night Game,Atlanta Braves,2,14,5,7:11 p.m. Local,Turner Field,Saturday,81,9, out to Rightfield,Unknown,14,3.666666667,regular season,0,1,Loss
232,43150,Boston Red Sox,0,6,2,7/30/2016,on grass,Night Game,Los Angeles Angels of Anaheim,0,8,5,6:07 p.m. Local,Angel Stadium of Anaheim,Saturday,82,12, out to Centerfield,Sunny,7,3.1,regular season,1,0,Win
233,40419,Miami Marlins,0,9,2,8/2/2016,on grass,Night Game,Chicago Cubs,1,9,3,7:07 p.m. Local,Wrigley Field,Tuesday,81,1, in unknown direction,Sunny,5,2.8,regular season,1,0,Win
234,35986,Toronto Blue Jays,0,5,2,8/6/2016,on grass,Night Game,Kansas City Royals,1,11,4,6:14 p.m. Local,Kauffman Stadium,Saturday,81,9, in from Rightfield,Cloudy,6,2.6,regular season,1,0,Win
236,41053,New York Mets,0,14,5,8/6/2016,on grass,Night Game,Detroit Tigers,3,10,6,7:10 p.m. Local,Comerica Park,Saturday,80,7, from Right to Left,Cloudy,11,3.316666667,regular season,1,0,Win
237,37699,Miami Marlins,0,10,6,8/6/2016,on grass,Night Game,Colorado Rockies,1,17,12,6:10 p.m. Local,Coors Field,Saturday,80,4, in from Centerfield,Cloudy,18,3.416666667,regular season,1,0,Win
238,28491,Baltimore Orioles,0,6,2,8/6/2016,on grass,Night Game,Chicago White Sox,1,10,4,6:10 p.m. Local,U.S. Cellular Field,Saturday,82,9, out to Rightfield,Sunny,6,2.933333333,regular season,1,0,Win
240,34036,San Francisco Giants,1,4,1,8/5/2016,on grass,Night Game,Washington Nationals,0,6,5,7:05 p.m. Local,Nationals Park,Friday,80,10, out to Leftfield,Cloudy,6,2.433333333,regular season,1,0,Win
242,42421,Atlanta Braves,0,3,0,8/5/2016,on grass,Night Game,St. Louis Cardinals,0,2,1,7:16 p.m. Local,Busch Stadium III,Friday,83,4, from Left to Right,Unknown,1,2.466666667,regular season,1,0,Win
243,40354,Los Angeles Angels of Anaheim,1,3,4,8/5/2016,on grass,Night Game,Seattle Mariners,1,14,6,7:10 p.m. Local,Safeco Field,Friday,74,1, in unknown direction,Sunny,10,2.866666667,regular season,1,0,Win
244,27521,Philadelphia Phillies,0,6,5,8/5/2016,on grass,Night Game,San Diego Padres,0,10,4,7:40 p.m. Local,Petco Park,Friday,72,12, out to Rightfield,Cloudy,9,2.916666667,regular season,0,1,Loss
245,28882,Cincinnati Reds,2,6,2,8/5/2016,on grass,Night Game,Pittsburgh Pirates,0,6,3,7:07 p.m. Local,PNC Park,Friday,84,6, out to Centerfield,Cloudy,5,3.066666667,regular season,1,0,Win
246,38089,New York Yankees,0,7,3,8/9/2016,on grass,Night Game,Boston Red Sox,1,9,5,7:10 p.m. Local,Fenway Park,Tuesday,75,17, from Right to Left,Cloudy,8,3.216666667,regular season,1,0,Win
247,46330,Houston Astros,0,12,5,8/12/2016,on turf,Night Game,Toronto Blue Jays,1,7,3,7:07 p.m. Local,Rogers Centre,Friday,82,13, out to Rightfield,Unknown,8,2.816666667,regular season,0,1,Loss
248,31190,Detroit Tigers,0,7,5,8/12/2016,on grass,Night Game,Texas Rangers,2,13,8,9:47 p.m. Local,Globe Life Park in Arlington,Friday,80,8, from Right to Left,Unknown,13,3,regular season,1,0,Win
249,41479,Baltimore Orioles,0,10,5,8/12/2016,on grass,Night Game,San Francisco Giants,1,5,2,7:15 p.m. Local,AT&T Park,Friday,59,11, from Left to Right,Sunny,7,3.016666667,regular season,0,1,Loss
250,23600,Colorado Rockies,3,8,6,8/12/2016,on grass,Night Game,Philadelphia Phillies,1,11,10,7:42 p.m. Local,Citizens Bank Park,Friday,88,9, out to Rightfield,Unknown,16,3.416666667,regular season,1,0,Win
251,14073,Seattle Mariners,0,4,3,8/12/2016,on grass,Night Game,Oakland Athletics,0,12,6,7:07 p.m. Local,Oakland-Alameda County Coliseum,Friday,67,10, out to Rightfield,Sunny,9,2.316666667,regular season,1,0,Win
252,24422,San Diego Padres,0,6,8,8/12/2016,on grass,Night Game,New York Mets,0,8,6,7:10 p.m. Local,Citi Field,Friday,90,10, out to Rightfield,Cloudy,14,3.116666667,regular season,0,1,Loss
253,46459,Tampa Bay Rays,0,4,3,8/12/2016,on grass,Night Game,New York Yankees,0,8,6,8:05 p.m. Local,Yankee Stadium III,Friday,77,6, in unknown direction,Unknown,9,2.85,regular season,1,0,Win
254,24617,Kansas City Royals,0,11,7,8/12/2016,on grass,Night Game,Minnesota Twins,1,5,3,8:00 p.m. Local,Target Field,Friday,70,6, from Left to Right,Unknown,10,2.8,regular season,0,1,Loss
257,47438,Pittsburgh Pirates,0,7,5,8/12/2016,on grass,Night Game,Los Angeles Dodgers,0,12,1,7:10 p.m. Local,Dodger Stadium,Friday,73,6, out to Rightfield,Sunny,6,2.95,regular season,0,1,Loss
258,27014,Los Angeles Angels of Anaheim,2,8,3,8/12/2016,on grass,Night Game,Cleveland Indians,0,17,13,7:10 p.m. Local,Progressive Field,Friday,90,15, out to Rightfield,Unknown,16,3.216666667,regular season,1,0,Win
259,35840,Seattle Mariners,0,9,3,8/15/2016,on grass,Night Game,Los Angeles Angels of Anaheim,0,4,2,7:07 p.m. Local,Angel Stadium of Anaheim,Monday,90,8, from Right to Left,Sunny,5,3.016666667,regular season,0,1,Loss
260,30665,Toronto Blue Jays,2,5,2,8/19/2016,on grass,Night Game,Cleveland Indians,0,6,3,7:10 p.m. Local,Progressive Field,Friday,83,6, from Left to Right,Sunny,5,2.45,regular season,1,0,Win
261,28184,Los Angeles Dodgers,0,10,2,8/19/2016,on grass,Night Game,Cincinnati Reds,0,12,9,7:11 p.m. Local,Great American Ball Park,Friday,83,5, in from Rightfield,Cloudy,11,3.65,regular season,1,0,Win
